year,marathon,country,finishers,meantime
2012,Glass City Marathon,US,792,249.1662
2011,Glass City Marathon,US,642,248.19963
2010,Glass City Marathon,US,455,251.44461
2005,Glass City Marathon,US,305,244.33049
2009,Glass City Marathon,US,293,269.70517
2008,Glass City Marathon,US,291,250.57565
2003,Glass City Marathon,US,286,241.76788
2007,Glass City Marathon,US,282,255.77962
2006,Glass City Marathon,US,279,250.65788
2000,Glass City Marathon,US,243,244.68581
2002,Glass City Marathon,US,229,245.86812
2001,Glass City Marathon,US,219,253.46864
2004,Glass City Marathon,US,215,245.63736
2007,Gobbler Grind Marathon,US,244,261.39038
2010,Gobbler Grind Marathon,US,242,269.53043
2011,Gobbler Grind Marathon,US,239,259.44421
2009,Gobbler Grind Marathon,US,233,258.62939
2008,Gobbler Grind Marathon,US,202,258.41345
2006,Gobbler Grind Marathon,US,185,261.07523
2012,Gobbler Grind Marathon,US,165,273.591
2013,Gobbler Grind Marathon,US,163,260.46851
2005,Gobbler Grind Marathon,US,155,264.5213
2004,Gobbler Grind Marathon,US,151,271.87198
2000,Gobbler Grind Marathon,US,113,259.22552
2003,Gobbler Grind Marathon,US,110,272.14334
2002,Gobbler Grind Marathon,US,68,275.18039
2009,God's Country Marathon,US,163,259.08334
2005,God's Country Marathon,US,159,261.74234
2006,God's Country Marathon,US,156,257.40918
2008,God's Country Marathon,US,152,290.62238
2007,God's Country Marathon,US,147,264.61917
2010,God's Country Marathon,US,147,276.60568
2011,God's Country Marathon,US,133,265.86505
2001,God's Country Marathon,US,125,240.556
2012,God's Country Marathon,US,106,257.66525
2002,God's Country Marathon,US,100,259.69916
2003,God's Country Marathon,US,94,245.00177
2013,God's Country Marathon,US,88,271.55151
2004,God's Country Marathon,US,87,252.03027
2003,Gold Country Marathon,US,45,284.8089
2002,Gold Country Marathon,US,41,284.56625
2000,Gold Country Marathon,US,32,265.89584
2001,Gold Country Marathon,US,26,271.53204
2013,Golden Gate Headlands Marathon,US,27,275.69073
2012,Golden Gate Headlands Marathon,US,9,277.87408
2003,Golden Gate Marathon,US,54,281.75647
2002,Golden Gate Marathon,US,46,261.15579
2006,Golden Gate Marathon,US,46,283.09564
2005,Golden Gate Marathon,US,45,281.24518
2011,Golden Gate Marathon,US,39,282.44147
2007,Golden Gate Marathon,US,37,270.48468
2010,Golden Gate Marathon,US,34,273.77304
2008,Golden Gate Marathon,US,27,274.64877
2009,Golden Gate Marathon,US,21,311.10397
2012,Golden Gate Trail Run Marathon,US,58,325.21005
2013,Golden Gate Trail Run Marathon,US,58,315.94168
2011,Golden Gate Trail Run Marathon,US,24,322.98749
2013,Golden Hills Trail Marathon,US,178,349.68213
2012,Golden Hills Trail Marathon,US,151,345.72769
2010,Golden Hills Trail Marathon,US,142,344.96609
2008,Golden Hills Trail Marathon,US,132,329.30682
2011,Golden Hills Trail Marathon,US,119,340.06219
2007,Golden Hills Trail Marathon,US,112,347.54227
2009,Golden Hills Trail Marathon,US,110,333.56198
2006,Golden Hills Trail Marathon,US,78,335.66815
2005,Golden Hills Trail Marathon,US,76,316.41513
2012,Gopher Attack Marathon,Canada,64,252.72084
2011,Gopher Attack Marathon,Canada,60,238.7561
2013,Gopher Attack Marathon,Canada,40,256.22043
2010,Gopher Attack Marathon,Canada,32,244.35989
2009,Gopher Attack Marathon,Canada,22,248.52652
2000,Governor's Cup Marathon,US,300,285.88184
2002,Governor's Cup Marathon,US,222,268.83829
2001,Governor's Cup Marathon,US,219,274.89893
2007,Governor's Cup Marathon,US,159,286.23407
2005,Governor's Cup Marathon,US,154,274.56525
2006,Governor's Cup Marathon,US,149,279.767
2003,Governor's Cup Marathon,US,147,248.2975
2008,Governor's Cup Marathon,US,135,253.58408
2004,Governor's Cup Marathon,US,47,302.24753
2008,Grainger County FOP Shop with a Cop Rutledge Marathon,US,52,259.89102
2010,Grainger County FOP Shop with a Cop Rutledge Marathon,US,36,273.81158
2009,Grainger County FOP Shop with a Cop Rutledge Marathon,US,24,251.75
2002,Grand Canyon International Marathon,US,302,308.69894
2003,Grand Canyon International Marathon,US,107,325.08707
2011,Grand Canyon Marathon,US,181,300.95129
2010,Grand Canyon Marathon,US,94,306.54556
2008,Grand Canyon Marathon,US,53,307.33301
2007,Grand Island Trail Marathon,US,295,279.11606
2011,Grand Island Trail Marathon,US,292,273.69983
2009,Grand Island Trail Marathon,US,274,271.83801
2006,Grand Island Trail Marathon,US,264,281.87506
2010,Grand Island Trail Marathon,US,261,292.49036
2008,Grand Island Trail Marathon,US,247,273.25635
2013,Grand Island Trail Marathon,US,224,288.16711
2012,Grand Island Trail Marathon,US,212,286.31964
2005,Grand Island Trail Marathon,US,156,264.69937
2010,Grand Rapids Marathon,US,1658,250.53265
2011,Grand Rapids Marathon,US,1608,256.4205
2012,Grand Rapids Marathon,US,1588,255.97375
2009,Grand Rapids Marathon,US,1559,249.54172
2007,Grand Rapids Marathon,US,1553,257.5188
2013,Grand Rapids Marathon,US,1413,241.81142
2008,Grand Rapids Marathon,US,1409,244.09473
2006,Grand Rapids Marathon,US,732,249.78391
2005,Grand Rapids Marathon,US,617,246.54843
2004,Grand Rapids Marathon,US,491,250.3981
2012,Grand Ridge Marathon,US,41,362.79105
2013,Grand Ridge Marathon,US,36,347.53751
2011,Grand Ridge Marathon,US,22,368.0462
2013,Grand Teton Trail Marathon,US,36,383.46112
2010,Grand Valley Marathon,US,72,279.17685
2012,Grand Valley Marathon,US,42,298.51984
2011,Grand Valley Marathon,US,33,285.61615
2013,Grand Valley Marathon,US,27,273.64691
2009,Grand Valley Marathon,US,22,264.95682
2013,Grandfather Mountain Marathon,US,381,272.22781
2009,Grandfather Mountain Marathon,US,377,259.87939
2010,Grandfather Mountain Marathon,US,377,265.52719
2003,Grandfather Mountain Marathon,US,366,257.8302
2007,Grandfather Mountain Marathon,US,365,258.79776
2012,Grandfather Mountain Marathon,US,362,274.44766
2011,Grandfather Mountain Marathon,US,360,273.46078
2005,Grandfather Mountain Marathon,US,359,259.69727
2000,Grandfather Mountain Marathon,US,357,271.86078
2008,Grandfather Mountain Marathon,US,351,266.67715
2006,Grandfather Mountain Marathon,US,347,262.97696
2004,Grandfather Mountain Marathon,US,333,256.13724
2001,Grandfather Mountain Marathon,US,325,265.94559
2002,Grandfather Mountain Marathon,US,309,267.58322
2007,Grandma's Marathon,US,6967,267.76465
2006,Grandma's Marathon,US,6913,270.36487
2005,Grandma's Marathon,US,6884,259.09995
2008,Grandma's Marathon,US,6876,269.98853
2003,Grandma's Marathon,US,6870,256.3847
2002,Grandma's Marathon,US,6835,249.00816
2004,Grandma's Marathon,US,6755,261.25482
2001,Grandma's Marathon,US,6701,260.78442
2011,Grandma's Marathon,US,6337,256.56689
1999,Grandma's Marathon,US,6113,247.62415
2000,Grandma's Marathon,US,6061,251.76079
2009,Grandma's Marathon,US,6000,279.72842
2012,Grandma's Marathon,US,5788,261.46851
2013,Grandma's Marathon,US,5617,252.62569
2010,Grandma's Marathon,US,5615,266.1044
2013,Granite State Marathon,US,28,353.00357
2013,Grant-Pierce Indoor Marathon,US,51,281.04642
2012,Grant-Pierce Indoor Marathon,US,36,266.31482
2011,Grant-Pierce Indoor Marathon,US,10,289.93668
2012,Grasslands Trail Run Marathon,US,94,377.13831
2013,Grasslands Trail Run Marathon,US,88,322.34622
2011,Grasslands Trail Run Marathon,US,83,316.39758
2009,Grasslands Trail Run Marathon,US,70,310.47025
2003,Grasslands Trail Run Marathon,US,65,310.82257
2004,Grasslands Trail Run Marathon,US,58,303.23648
2006,Grasslands Trail Run Marathon,US,58,284.52298
2008,Grasslands Trail Run Marathon,US,58,311.40604
2007,Grasslands Trail Run Marathon,US,43,301.15387
2010,Grasslands Trail Run Marathon,US,36,418.35648
2005,Grasslands Trail Run Marathon,US,33,381.31363
2013,Great Lakes Bay Marathon,US,191,264.08185
2013,Great Limerick Run,Ireland,663,242.70256
2012,Great Limerick Run,Ireland,523,240.44344
2011,Great Limerick Run,Ireland,459,244.03508
2010,Great Midwest Marathon,US,21,294.91269
2012,Great Ocean Road Marathon,Scotland,806,243.18816
2011,Great Ocean Road Marathon,Scotland,627,255.37637
2010,Great Ocean Road Marathon,Scotland,582,260.50253
2009,Great Ocean Road Marathon,Scotland,448,234.58762
2008,Great Ocean Road Marathon,Scotland,380,238.67009
2003,Great Southwest Marathon,US,86,276.17441
2004,Great Southwest Marathon,US,52,292.04935
2005,Great Southwest Marathon,US,33,273.19394
2000,Great Valley Marathon,US,34,249.05588
2001,Greater Cleveland Marathon,US,288,275.57413
2011,Green Bay Marathon,US,2054,257.802
2010,Green Bay Marathon,US,1794,253.43694
2008,Green Bay Marathon,US,1587,250.226
2009,Green Bay Marathon,US,1587,250.19386
2013,Green Bay Marathon,US,1524,274.76089
2006,Green Bay Marathon,US,1403,251.83026
2007,Green Bay Marathon,US,1380,247.35748
2000,Green Bay Marathon,US,1338,266.26544
2001,Green Bay Marathon,US,1131,264.5433
2002,Green Bay Marathon,US,1000,268.49872
2004,Green Bay Marathon,US,935,248.70815
2003,Green Bay Marathon,US,903,258.37149
2005,Green Bay Marathon,US,900,256.72076
2012,Green Bay Marathon,US,10,166.90666
2010,Green Mountain Marathon,US,416,248.94832
2009,Green Mountain Marathon,US,300,250.12289
2011,Green Mountain Marathon,US,260,248.815
2007,Green Mountain Marathon,US,245,252.39299
2013,Green Mountain Marathon,US,238,264.8663
2012,Green Mountain Marathon,US,219,253.81552
2006,Green Mountain Marathon,US,194,240.15541
2005,Green Mountain Marathon,US,180,242.66907
2008,Green Mountain Marathon,US,174,243.65527
2004,Green Mountain Marathon,US,151,243.78731
2000,Green Mountain Marathon,US,138,239.63768
2003,Green Mountain Marathon,US,136,238.47966
2002,Green Mountain Marathon,US,104,247.85962
2001,Green Mountain Marathon,US,100,225.0835
2013,Green River Marathon,US,167,282.95209
2010,Green River Marathon,US,149,269.34644
2009,Green River Marathon,US,145,269.30402
2011,Green River Marathon,US,141,287.59421
2008,Green River Marathon,US,138,273.18805
2012,Green River Marathon,US,114,271.99969
2007,Green River Marathon,US,52,270.02405
2006,Green River Marathon,US,35,272.77573
2005,Green River Marathon,US,16,264.43332
2004,Green River Marathon,US,14,256.4119
2003,Green River Marathon,US,9,249.38889
2013,Greensboro Marathon,US,301,262.7356
2011,Greenway Trail Marathon,US,133,335.91354
2012,Greenway Trail Marathon,US,105,387.78745
2008,Greenway Trail Marathon,US,97,344.27887
2009,Greenway Trail Marathon,US,93,364.50574
2007,Greenway Trail Marathon,US,91,387.01135
2010,Greenway Trail Marathon,US,80,364.45209
2013,Greenway Trail Marathon,US,75,387.98801
2005,Greenway Trail Marathon,US,58,365.26752
2006,Greenway Trail Marathon,US,52,317.0968
2004,Greenway Trail Marathon,US,51,311.16797
2013,Griffith Park Trail Marathon,US,159,321.7627
2003,Grizzly Marathon,US,181,283.47946
2004,Grizzly Marathon,US,166,284.15152
2005,Grizzly Marathon,US,111,284.87012
2007,Grizzly Marathon,US,101,286.65677
2006,Grizzly Marathon,US,100,287.30099
2008,Grizzly Marathon,US,82,296.13293
2009,Grizzly Marathon,US,80,296.42105
2010,Grizzly Marathon,US,76,289.78091
2011,Grizzly Marathon,US,58,277
2013,Groundhog Day Marathon,US,143,305.28125
2012,Guam Marathon,Guam,99,288.15353
2011,Guam Marathon,Guam,85,288.79077
2010,Guam Marathon,Guam,71,288.14133
2009,Guam Marathon,Guam,70,278.13785
2008,Guam Marathon,Guam,64,280.70599
2006,Guam Marathon,Guam,58,273.28391
2005,Guam Marathon,Guam,55,275.44394
2004,Guam Marathon,Guam,44,287.11249
2002,Guam Marathon,Guam,38,247.71053
2011,Guernsey Marathon,England,144,255.57813
2010,Guernsey Marathon,England,141,259.22388
2012,Guernsey Marathon,England,139,264.08224
2013,Guernsey Marathon,England,127,253.43385
2013,Hagg Hybrid Marathon,US,45,293.47519
2012,Hagg Hybrid Marathon,US,29,290.79944
2013,Half Moon Bay International Marathon,US,360,282.08533
2012,Half Moon Bay International Marathon,US,302,267.06308
2011,Half Moon Bay International Marathon,US,104,255.29295
2001,Half Voyageur Trail Marathon,US,169,333.35376
2002,Half Voyageur Trail Marathon,US,168,347.85098
2000,Half Voyageur Trail Marathon,US,157,339.49225
2005,Half Voyageur Trail Marathon,US,153,327.90359
2011,Half Voyageur Trail Marathon,US,150,340.83411
2004,Half Voyageur Trail Marathon,US,149,336.64764
2006,Half Voyageur Trail Marathon,US,139,368.05313
2009,Half Voyageur Trail Marathon,US,125,322.43094
2007,Half Voyageur Trail Marathon,US,124,314.96506
2012,Half Voyageur Trail Marathon,US,116,359.54999
2010,Half Voyageur Trail Marathon,US,113,357.00854
2008,Half Voyageur Trail Marathon,US,106,355.91809
2003,Half Voyageur Trail Marathon,US,88,442.16138
2013,Hall of Fame City Challenge Marathon,US,183,256.43314
2005,Hallow's Eve Trail Marathon,Canada,51,302.06766
2006,Hallow's Eve Trail Marathon,Canada,51,260.60001
2004,Halloween Marathon,US,36,257.43658
2005,Halloween Marathon,US,32,259.93332
2006,Halloween Marathon,US,31,250.05322
2003,Halloween Marathon,US,29,263.8316
2001,Halloween Marathon,US,25,232.50867
2007,Halloween Marathon,US,25,288.83533
2002,Halloween Marathon,US,20,246.11917
2008,Halloween Marathon,US,13,259.04486
2010,Halloween Marathon,US,6,253.54167
2013,HALLOWEEN MARATHON PROVO,US,63,276.12885
2012,HALLOWEEN MARATHON PROVO,US,55,286.37698
2012,Halstead Marathon,England,610,251.45621
2011,Halstead Marathon,England,604,258.05182
2010,Halstead Marathon,England,508,240.76558
2013,Halstead Marathon,England,503,247.94685
2009,Halstead Marathon,England,463,249.2794
2008,Halstead Marathon,England,428,261.59152
2007,Halstead Marathon,England,340,236.22093
2005,Halstead Marathon,England,284,240.77718
2006,Halstead Marathon,England,283,232.96555
2013,Hambletonian Marathon,US,257,270.53131
2007,Hamburg Marathon,Germany,16485,240.84923
2008,Hamburg Marathon,Germany,15771,248.61674
2010,Hamburg Marathon,Germany,14159,246.94627
2009,Hamburg Marathon,Germany,13942,249.47646
2013,Hamburg Marathon,Germany,11441,243.71782
2011,Hamburg Marathon,Germany,11187,253.78897
2012,Hamburg Marathon,Germany,10316,242.70992
2010,Hamptons Marathon,US,344,258.32794
2013,Hamptons Marathon,US,336,257.81946
2011,Hamptons Marathon,US,328,266.81363
2012,Hamptons Marathon,US,314,260.99396
2009,Hamptons Marathon,US,294,257.26416
2008,Hamptons Marathon,US,292,266.66199
2007,Hamptons Marathon,US,168,249.8752
2011,Harbour Capital Marathon,New Zealand,404,253.50136
2010,Harbour Capital Marathon,New Zealand,387,243.93246
2012,Harpeth Hills Flying Monkey Marathon,US,285,276.84351
2011,Harpeth Hills Flying Monkey Marathon,US,275,285.62805
2010,Harpeth Hills Flying Monkey Marathon,US,232,284.45511
2009,Harpeth Hills Flying Monkey Marathon,US,205,272.09381
2008,Harpeth Hills Flying Monkey Marathon,US,193,270.78625
2007,Harpeth Hills Flying Monkey Marathon,US,173,273.56146
2006,Harpeth Hills Flying Monkey Marathon,US,96,266.50122
2012,Harrisburg Marathon,US,1515,247.76166
2010,Harrisburg Marathon,US,917,256.62939
2009,Harrisburg Marathon,US,908,263.68768
2013,Harrisburg Marathon,US,794,254.29329
2008,Harrisburg Marathon,US,768,258.39731
2007,Harrisburg Marathon,US,735,257.77792
2011,Harrisburg Marathon,US,655,253.838
2005,Harrisburg Marathon,US,496,251.29349
2006,Harrisburg Marathon,US,473,257.10635
2004,Harrisburg Marathon,US,433,247.32933
2002,Harrisburg Marathon,US,355,246.41019
2003,Harrisburg Marathon,US,346,247.65019
2000,Harrisburg Marathon,US,327,243.35101
2001,Harrisburg Marathon,US,281,251.29668
2013,Hartford Marathon,US,2706,264.04938
2012,Hartford Marathon,US,2530,255.49458
2009,Hartford Marathon,US,2234,257.24976
2011,Hartford Marathon,US,2218,257.91974
2010,Hartford Marathon,US,2208,258.12396
2008,Hartford Marathon,US,1858,249.70297
2007,Hartford Marathon,US,1573,249.40237
2000,Hartford Marathon,US,1325,249.16711
2006,Hartford Marathon,US,1315,255.97551
2001,Hartford Marathon,US,1285,250.44467
2004,Hartford Marathon,US,1277,249.8976
2003,Hartford Marathon,US,1254,247.33684
2005,Hartford Marathon,US,1222,263.49438
1999,Hartford Marathon,US,1195,242.30753
2002,Hartford Marathon,US,1161,249.37662
1998,Hartford Marathon,US,944,241.69907
1997,Hartford Marathon,US,840,223.73236
1996,Hartford Marathon,US,669,223.28394
2013,Hatfield-McCoy Marathon,US,440,308.44955
2012,Hatfield-McCoy Marathon,US,273,303.41348
2011,Hatfield-McCoy Marathon,US,232,309.68958
2010,Hatfield-McCoy Marathon,US,225,300.05698
2009,Hatfield-McCoy Marathon,US,211,295.81992
2008,Hatfield-McCoy Marathon,US,210,289.7746
2006,Hatfield-McCoy Marathon,US,201,276.8335
2003,Hatfield-McCoy Marathon,US,200,282.76685
2007,Hatfield-McCoy Marathon,US,191,293.16196
2004,Hatfield-McCoy Marathon,US,182,283.26382
2005,Hatfield-McCoy Marathon,US,157,288.14224
2002,Hatfield-McCoy Marathon,US,94,293.18704
2001,Hatfield-McCoy Marathon,US,47,285.24219
2011,Haulin' Aspen Trail Marathon,US,294,291.51282
2010,Haulin' Aspen Trail Marathon,US,278,283.01199
2005,Haulin' Aspen Trail Marathon,US,136,285.51974
2007,Haulin' Aspen Trail Marathon,US,131,289.70395
2008,Haulin' Aspen Trail Marathon,US,129,283.82712
2012,Haulin' Aspen Trail Marathon,US,125,291.9332
2006,Haulin' Aspen Trail Marathon,US,120,295.42889
2009,Haulin' Aspen Trail Marathon,US,117,286.02094
2013,Haulin' Aspen Trail Marathon,US,99,277.47476
2005,Hawke's Bay Marathon,New Zealand,117,256.87009
2006,Hawke's Bay Marathon,New Zealand,110,269.9841
2010,Hawke's Bay Marathon,New Zealand,86,271.15988
2007,Hawke's Bay Marathon,New Zealand,85,269.8508
2008,Hawke's Bay Marathon,New Zealand,69,272.54443
2011,Hawke's Bay Marathon,New Zealand,67,278.96219
2009,Hawke's Bay Marathon,New Zealand,62,243.20564
2001,Hearst Castle Marathon,US,148,272.73129
2013,Heart of America Marathon,US,237,260.68848
2010,Heart of America Marathon,US,234,268.8555
2012,Heart of America Marathon,US,212,276.24347
2011,Heart of America Marathon,US,209,260.00159
2001,Heart of America Marathon,US,154,267.52988
2007,Heart of America Marathon,US,137,255.69099
2002,Heart of America Marathon,US,125,263.39493
